,Unnamed: 0,label,text,t1
126,126,transfers,reference november reference good afternoon write regards transfer members plan ifa transfer take place require information regarding members plan held order complete due would grateful could confirm following appropriate plan defined contribution money purchase scheme link defined benefit plan fund main scheme tax free cash defined benefit underpin would value plan potential guarantees e gmp b reference scheme benefits value require forms accept copies would also grateful could confirm answers apply members scheme may wish transfer providing information ensure able minimise contact contact future queries finally could provide contact details contact via post email telephone ensure work originally provided appropriate place please note convenience attached copy client signed authority original post password attached follow separately thank advance kind regards def def ifa road street aa ,reference november reference good afternoon write regard transfer member plan ifa transfer take place require information regard member plan hold order complete due would grateful could confirm follow appropriate plan define contribution money purchase scheme link define benefit plan fund main scheme tax free cash define benefit underpin would value plan potential guarantee e gmp b reference scheme benefit value require form accept copy would also grateful could confirm answer apply member scheme may wish transfer provide information ensure able minimise contact contact future query finally could provide contact detail contact via post email telephone ensure work originally provide appropriate place please note convenience attach copy client sign authority original post password attach follow separately thank advance kind regard def def ifa road street aa
127,127,transfers,ref tst attention pensions november cc ref tst attention pensions dear pensions refer letter th october client relation deferred pension benefits pension scheme requested cetv back august received anything late october several times cetv resent letter still original guarantee date st november called query advised could day extension ie st december wishes proceed transfer attach signed discharge form hopefully secure transfer value forward documentation soon possible would mention unfortunately april back today another hope issues cause appreciate assistance regards ifa ,ref tst attention pension november cc ref tst attention pension dear pension refer letter th october client relation defer pension benefit pension scheme request cetv back august receive anything late october several time cetv resent letter still original guarantee date st november call query advise could day extension ie st december wish proceed transfer attach sign discharge form hopefully secure transfer value forward documentation soon possible would mention unfortunately april back today another hope issue cause appreciate assistance regard ifa
128,128,mdu,change bank pension payment november change bank pension payment completed form attached requested please confirm actioned many thanks tue nov wrote dear def retirement employee scheme thank email regarding def retirement employee scheme attached change bank details form print complete appropriate return form either via scanned attachment email alternatively return form postal address scheme post handling centre road street aa please close old bank account received first payment new account queries please hesitate contact customer support centre pm monday friday helpline alternatively please e mail us sincerely pensions november fwd change bank pension payment response email information require many thanks forwarded message date fri nov change bank pension payment wish change bank pension paid currently xx november payment would please pay following please contact email phone wish ask security questions also importantly please advise switch completed prior november payment due november th transfers completed many thanks ,change bank pension payment november change bank pension payment complete form attach request please confirm action many thank tue nov write dear def retirement employee scheme thank email regard def retirement employee scheme attach change bank detail form print complete appropriate return form either via scan attachment email alternatively return form postal address scheme post handling centre road street aa please close old bank account receive first payment new account query please hesitate contact customer support centre pm monday friday helpline alternatively please e mail -PRON- sincerely pension november fwd change bank pension payment response email information require many thank forward message date fri nov change bank pension payment wish change bank pension pay currently xx november payment would please pay following please contact email phone wish ask security question also importantly please advise switch complete prior november payment due november th transfer complete many thank
129,129,mdu,change bank account november change bank account dear sir madam could please advise process pension payed different bank account pensioner opened new bank account would like pension payed thanks advance ,change bank account november change bank account dear sir madam could please advise process pension pay different bank account pensioner open new bank account would like pension pay thank advance
130,130,retirements,pensions member homie pensions november cc ford member pensions member homie dear mr write regards telephone request relating named post non increases payment higher maximum statutory increase deferment line statutory increases maximum estimated pension regards senior pensions administrator leatherhead office postal address post handling centre u st tower chennai road aa member line ,pension member homie pension november cc ford member pension member homie dear mr write regard telephone request relate name post non increase payment high maximum statutory increase deferment line statutory increase maximum estimate pension regard senior pension administrator leatherhead office postal address post handling centre u st tower chennai road aa member line
131,131,retirements,penison scheme member ref tst december pensions penison scheme member ref tst many thanks letter st january regarding options taking pension benefits taken advice matter considering current personal situation would like know would possible defer taking pension benefits three years according guide notes may possible scheme rules time scheme normal retirement date upon age aware subsequent changes state pension retirement age years months plan retire age would therefore like delay taking pension benefits years possible please advise best regards mrs e mail ,penison scheme member ref tst december pensions penison scheme member ref tst many thank letter st january regard option take pension benefit take advice matter consider current personal situation would like know would possible defer take pension benefit three year accord guide note may possible scheme rule time scheme normal retirement date upon age aware subsequent change state pension retirement age year month plan retire age would therefore like delay take pension benefit year possible please advise best regard mrs e mail
132,132,transfers, tst november tst importance high hi team please see query reply accordingly thank pensions november cc ifa tst importance high good morning email please confirm information require process clients transfer await response thanks october tst _____ dear thank email checked records confirm correspondence issued member october queries please hesitate contact customer support centre pm monday friday helpline alternatively please email us sincerely pensions road street aa direct dial october tst importance high good afternoon please provide update transfer away pensions await response regards tel ,  tst november tst importance high hi team please see query reply accordingly thank pension november cc ifa tst importance high good morning email please confirm information require process client transfer await response thank october tst _ _ _ _ _ dear thank email check record confirm correspondence issue member october query please hesitate contact customer support centre pm monday friday helpline alternatively please email -PRON- sincerely pensions road street aa direct dial october tst importance high good afternoon please provide update transfer away pension await response regard tel
133,133,mdu,change address tst november change address tst good afternoon wish inform change address mr national insurance number zzz pension scheme reference tst old adress road street aa th october new address road street kind regards ,change address tst november change address tst good afternoon wish inform change address mr national insurance number zzz pension scheme reference tst old adress road street aa th october new address road street kind regard
134,134,retirements,additional information confirmed original message november pensions additional information confirmed hi name dob ni zzz road street aa currently receipt pension since pension service home road aa aa ref tax reference question asked life time allowance confirm hope information result payment pension kind regards ipad ,additional information confirm original message november pension additional information confirm hi name dob ni zzz road street aa currently receipt pension since pension service home road aa aa ref tax reference question ask life time allowance confirm hope information result payment pension kind regard ipad
135,135,mdu,pension plan n zzz november pension plan hi apologies included n zzz regards nov wrote dear mr pension plan thank email regarding pension plan enable us answer enquiry please could provide date birth national insurance number data verification purposes also attached expression wish form print complete appropriate please send signed completed document address detailed earliest convenience require information questions please contact customer support centre pm monday friday alternatively e mail us sincerely pensions original message november expression wish hi morning need update wish details received latest need account request admin details line please advise regards mob ,pension plan n zzz november pension plan hi apology include n zzz regard nov write dear mr pension plan thank email regard pension plan enable -PRON- answer enquiry please could provide date birth national insurance number datum verification purpose also attach expression wish form print complete appropriate please send sign complete document address detail early convenience require information question please contact customer support centre pm monday friday alternatively e mail -PRON- sincerely pension original message november expression wish hi morning need update wish detail receive late need account request admin detail line please advise regards mob
136,136,retirements,pensions scheme sunday november pm pensions pensions scheme hi said someone would one gave information needed get pension paid full yet nothing get someone deal asap thanks _____ wednesday november pensions scheme dear mrs pensions formerly pension fund thank email regarding pensions checked records confirm correspondence issued st january relation query please note receive shortly queries please hesitate contact customer support centre pm monday friday helpline alternatively please email us sincerely administrator customer support centre fin corp ltd road street aa direct dial november pensions pensions scheme know one contacted yet thanks oct wrote dear mrs pensions formerly pension fund thank email regarding pensions scheme confirm forwarded email administration department contact shortly queries please hesitate contact customer support centre pm monday friday helpline alternatively please email us sincerely administrator customer support centre pensions road street aa direct dial october pensions pension hi writing pension tst wish take full pension need house taken legal advice spoken people need soon possible tried contacting phone call important want house want national insurance number zzz thank ,pension scheme sunday november pm pension pension scheme hi say someone would one give information need get pension pay full yet nothing get someone deal asap thank _ _ _ _ _ wednesday november pension scheme dear mrs pension formerly pension fund thank email regard pension check record confirm correspondence issue st january relation query please note receive shortly query please hesitate contact customer support centre pm monday friday helpline alternatively please email -PRON- sincerely administrator customer support centre fin corp ltd road street aa direct dial november pension pension scheme know one contact yet thank oct write dear mrs pension formerly pension fund thank email regard pension scheme confirm forwarded email administration department contact shortly query please hesitate contact customer support centre pm monday friday helpline alternatively please email -PRON- sincerely administrator customer support centre pensions road street aa direct dial october pension pension hi write pension tst wish take full pension need house take legal advice spoken people need soon possible try contact phone call important want house want national insurance number zzz thank
137,137,mdu,pension scheme november pension scheme hi team reference email member given new address son address well also unable accept change address request son email id could please write back member confirm address due data protection purpose able accept request email please provide us letter authority must signed dated within last months via post also include full name date birth national insurance number full address regards pensions november pension scheme dear pension scheme thank email regarding pension scheme request change address logged receive written response administration department within working days due data protection purpose able accept request email please provide us letter authority must signed within last months also include full name date birth national insurance number full address queries please hesitate contact customer support centre pm monday friday helpline alternatively please e mail us sincerely pensions original message october change address national insurance number date birth address two requests would like son given full authority deal behalf details follows name date birth address telephone moved address rd october new address send correspondence follows please update records regards ,pension scheme november pension scheme hi team reference email member give new address son address well also unable accept change address request son email -PRON- would could please write back member confirm address due datum protection purpose able accept request email please provide -PRON- letter authority must sign dated within last month via post also include full name date birth national insurance number full address regard pension november pension scheme dear pension scheme thank email regard pension scheme request change address log receive write response administration department within work day due datum protection purpose able accept request email please provide -PRON- letter authority must sign within last month also include full name date birth national insurance number full address query please hesitate contact customer support centre pm monday friday helpline alternatively please e mail -PRON- sincerely pension original message october change address national insurance number date birth address two request would like son give full authority deal behalf detail follow name date birth address telephone move address rd october new address send correspondence follow please update record regard
138,138,transfers,efg uvw zzz november pensions cc efg uvw zzz hello please find attached duly completed transfer discharge form letter confirming member received financial advice relation transferring benefits away pension scheme receiving scheme warranty form required documents follow shortly trust satisfactory look forward receiving confirmation guaranteed cetv expires secured kind regards admin road street aa ,efg uvw zzz november pension cc efg uvw zzz hello please find attach duly complete transfer discharge form letter confirm member receive financial advice relation transfer benefit away pension scheme receive scheme warranty form require document follow shortly trust satisfactory look forward receive confirmation guarantee cetv expire secure kind regard admin road street aa
139,139,retirements,tst termination november cc tst termination hi fin tst signed leave business th december documentation two weeks ago leaving th december due change personal circumstances please let know anything need amend kind regards ifa road street aa ,tst termination november cc tst termination hi fin tst sign leave business th december documentation two week ago leave th december due change personal circumstance please let know anything nee amend kind regard ifa road street aa
140,140,transfers,pension scheme reference tst november pension scheme reference tst dear sir madam mr ni zzz road street aa thank email would kindly provide list funds pension scheme held held within fund please email post address faithfully mr forwarded message date wed nov pension scheme reference tst dear pension scheme thank email regarding pension scheme checked records confirm correspondence issued def ltd th october please note receive shortly require information questions please contact customer support centre pm monday friday alternatively e mail us sincerely pensions november pension scheme reference tst dear sir madam pension scheme reference tst national insurance number refer letter dated th october copy attached reference telephone conversation pensions today confirm given def ltd full authority act behalf regarding matters relating pension scheme would please provide transfer value statement requested information may request regarding pension faithfully road street aa ,pension scheme reference tst november pension scheme reference tst dear sir madam mr ni zzz road street aa thank email would kindly provide list fund pension scheme hold hold within fund please email post address faithfully mr forwarded message date -PRON- would nov pension scheme reference tst dear pension scheme thank email regard pension scheme check record confirm correspondence issue def ltd th october please note receive shortly require information question please contact customer support centre pm monday friday alternatively e mail -PRON- sincerely pension november pension scheme reference tst dear sir madam pension scheme reference tst national insurance number refer letter date th october copy attach reference telephone conversation pension today confirm give def ltd full authority act behalf regard matter relate pension scheme would please provide transfer value statement request information may request regard pension faithfully road street aa
141,141,retirements,retirement quotation november retirement quotation nino zzz dob could please issue transfer value pack member kind regards ,retirement quotation november retirement quotation nino zzz dob could please issue transfer value pack member kind regard
142,142,transfers,information request id monday november pm pensions information request id good morning client name client national insurance number zzz recently requested cetv pack client please confirm receipt request confirm cetv pack issued already issued please provide copy email thank ,information request -PRON- would monday november pm pension information request -PRON- would good morning client name client national insurance number zzz recently request cetv pack client please confirm receipt request confirm cetv pack issue already issue please provide copy email thank
143,143,mdu,change adress november pension change adress pension reference new address sunset kind regards ,change adress november pension change adress pension reference new address sunset kind regard
144,144,mdu,def pension fund november def pension fund still received reset password email november def pension fund dear mr def pension fund thank email regarding def pension fund please accept apologies delay responding confirm username xxx email containing password reset link email address receive within next minutes active hours require information questions please contact customer support centre pm monday friday alternatively e mail us know member access manage pension online logging account sincerely pensions november def pension fund hi receive reset email november def pension fund dear mr def pension fund thank email regarding def pension fund confirm username xxx email containing password reset link email address receive within next minutes active hours also address updated records require information questions please contact customer support centre pm monday friday alternatively e mail us know member access manage pension online logging account sincerely pensions november change address access account dear sirs changed address cannot get account tried several times please someone help advise national insurance number date birth regards ,def pension fund november def pension fund still receive reset password email november def pension fund dear mr def pension fund thank email regard def pension fund please accept apology delay respond confirm username xxx email contain password reset link email address receive within next minute active hour require information question please contact customer support centre pm monday friday alternatively e mail -PRON- know member access manage pension online log account sincerely pension november def pension fund hi receive reset email november def pension fund dear mr def pension fund thank email regard def pension fund confirm username xxx email contain password reset link email address receive within next minute active hour also address update record require information question please contact customer support centre pm monday friday alternatively e mail -PRON- know member access manage pension online log account sincerely pension november change address access account dear sir change address can not get account try several time please someone help advise national insurance number date birth regard
145,145,retirements,friday november pm pensions cc ifa hello dob ni zzz already potential loa reviewing case named client would appreciate could answer points please provide funding status plan must show fixed percentage fixed date db benefits transferred avc also need transferred please confirm benefits treated excess following revalue deferment rpi cpi max post post following increase payment rpi cpi max post post spouses pension upon death deferment following post post spouses pension upon death retirement following post post pension guaranteed payment years event early retirement pension revalue nrd actual retirement date kind regards ifa e ,friday november pm pensions cc ifa hello dob ni zzz already potential loa review case name client would appreciate could answer point please provide funding status plan must show fix percentage fix date db benefit transfer avc also need transfer please confirm benefit treat excess follow revalue deferment rpi cpi max post post following increase payment rpi cpi max post post spouse pension upon death deferment follow post post spouse pension upon death retirement follow post post pension guarantee payment year event early retirement pension revalue nrd actual retirement date kind regard ifa e
146,146,retirements,pension plan november pension plan importance high hi please see attached revised letter authority confirming scheme name password members date birth format ddmmyyyy would grateful could expedite request kind regards ifa november pension plan dear mr ifa pension plan thank email regarding pension plan unfortunately unable accept letter authority provided include scheme name could please provide us revised letter authority require information questions please contact customer support centre pm monday friday alternatively e mail us sincerely pensions november pensions warning message encrypted action required letter authority information message encrypted importance high may concern please see attached signed letter authority mr scheme ref tst document password protected mr date birth format ddmmyyyy grateful could provide following information date joined service normal retirement age benefits date applicable please provide breakdown relevant tranches e pre post gmp pre post excess confirmation escalation basis pension payment scheme late retirement factors nra age tax free lump sum payable ill health early retirement benefit options available mr grounds serious ill health death benefits provided scheme please confirm dependent benefits scheme details avc benefits pension spouse pension details including death occurs retirement spouse pension based upon full pension nrd revalued pension date death death occurs retirement spouse pension calculated full pension commutation lump sum death benefits pre post retirement please provide copy scheme booklet please note request cash equivalent transfer value require information process request please let know kind regards ifa ,pension plan november pension plan importance high hi please see attach revise letter authority confirm scheme name password members date birth format ddmmyyyy would grateful could expedite request kind regard ifa november pension plan dear mr ifa pension plan thank email regard pension plan unfortunately unable accept letter authority provide include scheme name could please provide -PRON- revise letter authority require information question please contact customer support centre pm monday friday alternatively e mail -PRON- sincerely pension november pension warn message encrypt action require letter authority information message encrypt importance high may concern please see attach sign letter authority mr scheme ref tst document password protect mr date birth format ddmmyyyy grateful could provide follow information date join service normal retirement age benefit date applicable please provide breakdown relevant tranche e pre post gmp pre post excess confirmation escalation basis pension payment scheme late retirement factor nra age tax free lump sum payable ill health early retirement benefit option available mr ground serious ill health death benefit provide scheme please confirm dependent benefit scheme detail avc benefit pension spouse pension detail include death occur retirement spouse pension base upon full pension nrd revalue pension date death death occur retirement spouse pension calculate full pension commutation lump sum death benefit pre post retirement please provide copy scheme booklet please note request cash equivalent transfer value require information process request please let know kind regard ifa
147,147,mdu,change address original message november change address good evening possible change contact address via email kind regards ,change address original message november change address good evening possible change contact address via email kind regard
148,148,mdu,address update cba gbr november pension member address update november payroll address update good morning recently received pension previous address thought updated new address july could kindly check details correct please let know updated pension scheme mr cba pension ref address road street aa kind regards cba galaxy ,address update cba gbr november pension member address update november payroll address update good morning recently receive pension previous address think update new address july could kindly check detail correct please let know update pension scheme mr cba pension ref address road street aa kind regard cba galaxy
149,149,transfers,mr ref tst november cc mr ref tst dear pensions hope email well email def understand requested copy financial advice declaration addressed member confirm declaration mr along original advice attach copy letter format addressed member mr email letter provided please advise expect transfer complete kind regards ,mr ref tst november cc mr ref tst dear pension hope email well email def understand request copy financial advice declaration address member confirm declaration mr along original advice attach copy letter format address member mr email letter provide please advise expect transfer complete kind regard
150,150,transfers, tst november tst importance high hi team please see query reply accordingly thank pensions november cc ifa tst importance high good morning email please confirm information require process clients transfer await response thanks october tst _____ dear thank email checked records confirm correspondence issued member october queries please hesitate contact customer support centre pm monday friday helpline alternatively please email us sincerely pensions road street aa direct dial october tst importance high good afternoon please provide update transfer away pensions await response regards tel ,  tst november tst importance high hi team please see query reply accordingly thank pension november cc ifa tst importance high good morning email please confirm information require process client transfer await response thank october tst _ _ _ _ _ dear thank email check record confirm correspondence issue member october query please hesitate contact customer support centre pm monday friday helpline alternatively please email -PRON- sincerely pensions road street aa direct dial october tst importance high good afternoon please provide update transfer away pension await response regard tel
151,151,transfers,zzz original message sunday november pm pensions zzz hello write advise wish transfer pension fund told company chosen pension fund already contacted advise please confirm received allowed progress based transfer value expires st january regards dob zzz road street aa ,zzz original message sunday november pm pension zzz hello write advise wish transfer pension fund tell company choose pension fund already contact advise please confirm receive allow progress base transfer value expire st january regard dob zzz road street aa
152,152,retirements,pension summary original message friday november pm pensions pension summary hi pensions scheme logged fin corp look pension summary showing pension summary jan reason also tried get early retirement quote calculation unable quote help national insurance number zzz regards ,pension summary original message friday november pm pension pension summary hi pension scheme log fin corp look pension summary show pension summary jan reason also try get early retirement quote calculation unable quote help national insurance number zzz regard
153,153,transfers,pension plan mr november pension plan mr mr road street aa zzz thanks ifa november pension plan mr dear ifa pension plan thank email regarding pension plan enable us answer enquiry please could provide member full address date birth national insurance number data verification purposes require information questions please contact customer support centre pm monday friday alternatively e mail us sincerely pensions november pension plan mr good afternoon emailing regards member recently submitted paper based transfer policy number tst would possible confirm receipt request confirm whether anything required proceed ifa ,pension plan mr november pension plan mr mr road street aa zzz thank ifa november pension plan mr dear ifa pension plan thank email regard pension plan enable -PRON- answer enquiry please could provide member full address date birth national insurance number datum verification purpose require information question please contact customer support centre pm monday friday alternatively e mail -PRON- sincerely pension november pension plan mr good afternoon emailing regard member recently submit paper base transfer policy number tst would possible confirm receipt request confirm whether anything require proceed ifa
154,154,mdu,change bank account november change bank account dear sir madam could please advise process pension payed different bank account pensioner opened new bank account would like pension payed thanks advance ,change bank account november change bank account dear sir madam could please advise process pension pay different bank account pensioner open new bank account would like pension pay thank advance
155,155,mdu,pension plan sunday november pm pensions pension plan please find attached regards fri nov pm wrote dear pension fund thank email regarding pension fund please accept apologies inconvenience caused could please share error getting fin corp entering post code able assist require information questions please contact customer support centre pm monday friday alternatively e mail us sincerely administrator customer support centre fin corp ltd road street aa direct dial november fin corp login response please also see additional info dob payroll ni zzz address road street aa trying create fin corp account using link post code usa code please help thanks wed nov wrote hi name payroll number tried login fin corp website using link uk post code live usa accept us code please help create fin corp account thanks ,pension plan sunday november pm pension pension plan please find attach regard fri nov pm write dear pension fund thank email regard pension fund please accept apology inconvenience cause could please share error get fin corp enter post code able assist require information question please contact customer support centre pm monday friday alternatively e mail -PRON- sincerely administrator customer support centre fin corp ltd road street aa direct dial november fin corp login response please also see additional info dob payroll ni zzz address road street aa try create fin corp account use link post code usa code please help thank -PRON- would nov write hi name payroll number try login fin corp website use link uk post code live usa accept -PRON- code please help create fin corp account thank
156,156,transfers,pre identified user support request original message pensions sunday november pm pensions pre identified user support request reply e mail address forename surname ni number zzz dob jan home postcode aa employer pension fund transfer value content please quote transfer value pension ,pre identify user support request original message pension sunday november pm pension pre identify user support request reply e mail address forename surname ni number zzz dob jan home postcode aa employer pension fund transfer value content please quote transfer value pension
157,157,transfers,pension fund mr pensions saturday november pm cc ifa pension fund mr dear mr refer e mail dated october previously advised unable accept copy passport need original certified copy original could please arrange matter previously advised awaiting documentation implementation fee member pension sharing order requested regular basis upon receipt outstanding items kind regards pension scheme october pension scheme pension fund mr dear mr thank letter dated september please accept apologies delay reply confirm receipt following completed ex spouse information form ex spouse transfer request discharge form copy passport please note unable accept copy passport need original certified copy original also received documentation directly pension fund please advised awaiting documentation implementation fee member pension sharing order requested regular basis upon receipt outstanding items process order kind regards senior administrator mercer fin corp ltd road street aa direct dial october pensions tst dear sir madam reference please could provide us update ex spouse pension transfer proceeding required ex spouse transfer forms st january yet heard back questions please hesitate get touch kind regards ,pension fund mr pensions saturday november pm cc ifa pension fund mr dear mr refer e mail date october previously advise unable accept copy passport need original certify copy original could please arrange matter previously advise await documentation implementation fee member pension sharing order request regular basis upon receipt outstanding item kind regard pension scheme october pension scheme pension fund mr dear mr thank letter date september please accept apology delay reply confirm receipt follow complete ex spouse information form ex spouse transfer request discharge form copy passport please note unable accept copy passport need original certify copy original also receive documentation directly pension fund please advise await documentation implementation fee member pension sharing order request regular basis upon receipt outstanding item process order kind regard senior administrator mercer fin corp ltd road street aa direct dial october pension tst dear sir madam reference please could provide -PRON- update ex spouse pension transfer proceeding require ex spouse transfer form st january yet hear back question please hesitate get touch kind regard
158,158,transfers,zzz november zzz good afternoon please provide update members transfer request kind regards ifa road street aa e ,zzz november zzz good afternoon please provide update member transfer request kind regard ifa road street aa e
159,159,transfers,cetv guarantee date ending abcd november cetv guarantee date ending abcd importance high good morning please find attached letter authority request information client abcd zzz password access document clients dob format xx xx please send us copy recent cetv transfer paperwork asap guarantee end date december client considering transferring clients postcode aa queries hesitate contact kind regards ifa ,cetv guarantee date end abcd november cetv guarantee date end abcd importance high good morning please find attach letter authority request information client abcd zzz password access document client dob format xx xx please send -PRON- copy recent cetv transfer paperwork asap guarantee end date december client consider transfer client postcode aa query hesitate contact kind regard ifa
160,160,transfers,pension transfer saturday november pension fund pension transfer requesting documents transferring db dc pension scheme working fin corp ltd date birth zzz n number ,pension transfer saturday november pension fund pension transfer request document transfer db dc pension scheme working fin corp ltd date birth zzz n number
161,161,retirements,moving pension pot leaving final salary scheme november moving pension pot leaving final salary scheme good morning looking retire shortly want membership final salary scheme move pension pot scheme draw would happy take advice potential future managers pot payroll number tst name road street aa regards ,move pension pot leave final salary scheme november move pension pot leave final salary scheme good morning look retire shortly want membership final salary scheme move pension pot scheme draw would happy take advice potential future manager pot payroll number tst name road street aa regard
162,162,mdu,thank e mail november thank e mail dear team please advised changed address new address road street aa dob jan nat ins number zzz would kind confirm email address details file updated many thanks kind regards tue nov wrote thank email enquiry reviewed reply support team shortly depending upon nature request full resolution may take inform next initial reply deal request provided full address date birth national insurance number please send original email including information included information identify respond correct person accordance data protection act regulations wish provide information via email please telephone write including identification details please note contacting us behalf member also require information respect please contact member team pm monday friday bank calls recorded training purposes ,thank e mail november thank e mail dear team please advise change address new address road street aa dob jan nat ins number zzz would kind confirm email address detail file update many thank kind regard tue nov write thank email enquiry review reply support team shortly depend upon nature request full resolution may take inform next initial reply deal request provide full address date birth national insurance number please send original email include information include information identify respond correct person accordance data protection act regulation wish provide information via email please telephone write include identification detail please note contact us behalf member also require information respect please contact member team pm monday friday bank call record training purpose
163,163,transfers,tst defg november tst defg good morning appreciate busy present trying phone keep getting automated saying call cannot taken submitted transfer paperwork defg tst zzz aa documents signed offices guarantee date cetv please need confirmation cetv secured confirmation paperwork reached offices well advance guarantee date despite current able advise current times would also appreciated kind regards ifa ,tst defg november tst defg good morning appreciate busy present try phone keep get automate say call can not take submit transfer paperwork defg tst zzz aa document sign office guarantee date cetv please need confirmation cetv secure confirmation paperwork reach office well advance guarantee date despite current able advise current time would also appreciate kind regard ifa
164,164,transfers,mrs tst fin corp saturday november pm pension fund mrs tst per letter dated st january please find enclosed letter provided mrs respect advice transfer pension includes benefits please let know require anything best regards independent financial adviser pension fin corp limited mobile office email ,mrs tst fin corp saturday november pm pension fund mrs tst per letter date st january please find enclose letter provide mrs respect advice transfer pension include benefit please let know require anything good regard independent financial adviser pension fin corp limited mobile office email
165,165,transfers,lmn avc abcd ref tst november lmn avc abcd ref tst please someone give us update attached loa information request client looking update would appreciate current timescale manage client expectations many thanks please quote client case number replies tst admin ________________________________ november lmn avc abcd ref tst please quote client case number replies hi please find attached pension information projections letter together client signed letter authority loa please provide us requested information soon possible secure email possible transfer discharge requirements please enclose discharge transfer encashment form please confirm form id required mutual client please confirm funds paid directly management client benefit please confirm discharge encashment transfer plan supported options pension transfer service please email tel regards admin ,lmn avc abcd ref tst november lmn avc abcd ref tst please someone give -PRON- update attach loa information request client look update would appreciate current timescale manage client expectation many thank please quote client case number reply tst admin _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ november lmn avc abcd ref tst please quote client case number reply hi please find attach pension information projection letter together client sign letter authority loa please provide -PRON- request information soon possible secure email possible transfer discharge requirement please enclose discharge transfer encashment form please confirm form -PRON- would require mutual client please confirm fund pay directly management client benefit please confirm discharge encashment transfer plan support option pension transfer service please email tel regard admin
166,166,retirements,retirement quotian friday november pension scheme retirement quotian hi name road street aa dob national insurance number zzz pension scheme payroll number zzz writing ask retirement figures intend retire jan officially notice yet immediate managers aware date figures figures past already decided option choice avoid problem would like take dc pot fin corp db allowance draw max tax free cash sum allowed would also need know step pension cost step pension gone fin corp web written copy figures please email hard understand pension limited happy call text email explained want conflicting quotations past would hope get accurate figures possible serious retire needed past advised office mention wish claim pension thanking look forward hearing phone number ,retirement quotian friday november pension scheme retirement quotian hi name road street aa dob national insurance number zzz pension scheme payroll number zzz write ask retirement figure intend retire jan officially notice yet immediate manager aware date figure figure past already decide option choice avoid problem would like take dc pot fin corp db allowance draw max tax free cash sum allow would also need know step pension cost step pension go fin corp web write copy figure please email hard understand pension limit happy call text email explain want conflicting quotation past would hope get accurate figure possible serious retire need past advise office mention wish claim pension thanking look forward hear phone number
